victim_id,name,age,gender,address,district,socio_economic_status
VIC-2024-KA-1091,Udarsh Brar,30,Other,"77, Aurora Street, Raichur 280039",Mangaluru,Middle Class
VIC-2024-KA-1092,Dayamai Atwal,63,Male,"25, Barad Chowk, Bhatpara-206673",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1093,Upma Aggarwal,20,Male,"H.No. 18, Trivedi Street, Bhagalpur-986131",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1094,Upma Bir,21,Male,"49, Nayak Road, Ambarnath-022270",Belagavi,Lower Class
VIC-2024-KA-1095,Aarush Luthra,33,Female,"71/52, Tak Circle, Raurkela Industrial Township 952349",Chikkamagaluru,Lower Class
VIC-2024-KA-1096,Pranav Ray,75,Male,"43, Varughese Nagar, Jaunpur 871371",Vijayapura,Lower Class
VIC-2024-KA-1097,Gunbir Memon,74,Other,"H.No. 33, Ganguly Road, Ujjain 030520",Hassan,Upper Middle Class
VIC-2024-KA-1098,Atharv Dubey,12,Other,"74/561, Tailor Ganj, Ajmer 928263",Mysuru,Upper Middle Class
VIC-2024-KA-1099,Dakshesh Jhaveri,20,Other,"746, Biswas Zila, Bhubaneswar-949969",Vijayapura,Lower Class
VIC-2024-KA-1100,Tanvi Kar,80,Male,"H.No. 14, Om Path, Sambalpur 387197",Mangaluru,Middle Class
VIC-2024-KA-1101,Ekantika Deep,12,Other,"H.No. 131, Dasgupta Marg, Anantapur 134910",Ballari,Lower Class
VIC-2024-KA-1102,Nandini Zachariah,83,Female,"04/03, Pau Path, Silchar-370355",Kalaburagi,Upper Middle Class
VIC-2024-KA-1103,Laban Seshadri,76,Other,"944, Lanka, Jorhat-891076",Chikkamagaluru,Lower Class
VIC-2024-KA-1104,Krishna Joshi,62,Other,"H.No. 146, Chada Marg, Danapur-238039",Tumakuru,Middle Class
VIC-2024-KA-1105,Sanaya Bera,26,Male,"70, Gandhi Ganj, Allahabad 668783",Kalaburagi,Lower Class
VIC-2024-KA-1106,Advay Chahal,49,Other,"63, Sha, Raipur-435568",Shivamogga,Middle Class
VIC-2024-KA-1107,Timothy Karpe,16,Male,"H.No. 622, Grewal Marg, Thane 888762",Davangere,Lower Class
VIC-2024-KA-1108,Champak Palla,6,Female,"H.No. 251, Sane, Khora -893064",Shivamogga,Middle Class
VIC-2024-KA-1109,Vinaya Apte,78,Female,"10/182, Reddy, Bulandshahr 622510",Mangaluru,Lower Class
VIC-2024-KA-1110,Samar Venkatesh,13,Other,"59/39, Sarraf Marg, Alwar 124521",Mysuru,Upper Middle Class
VIC-2024-KA-1111,Netra Iyer,13,Male,"55, Raval Chowk, Bongaigaon 920549",Belagavi,Lower Class
VIC-2024-KA-1112,Diya Borra,11,Male,"34/750, Kapoor Road, Ozhukarai-457596",Davangere,Middle Class
VIC-2024-KA-1113,Jatin Lanka,61,Female,"67, Lad Chowk, Panvel 919823",Shivamogga,Middle Class
VIC-2024-KA-1114,Madhavi Kota,82,Male,"72, Sengupta Path, Kottayam 105012",Mangaluru,Middle Class
VIC-2024-KA-1115,Meghana Mangal,63,Other,"H.No. 887, Ratti Nagar, Junagadh-734777",Shivamogga,Lower Class
VIC-2024-KA-1116,Devansh Bhasin,63,Female,"19, Raghavan Path, Chapra-803818",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1117,Eta Chadha,18,Female,"273, Edwin Zila, Uluberia-252671",Ballari,Upper Middle Class
VIC-2024-KA-1118,Vanya Edwin,34,Other,"H.No. 855, Prakash Marg, Singrauli 490935",Bengaluru Rural,Middle Class
VIC-2024-KA-1119,Krisha Malhotra,23,Female,"81/192, Keer Road, Yamunanagar-657724",Belagavi,Middle Class
VIC-2024-KA-1120,Luke Bail,8,Male,"59/10, Subramanian Road, Khammam-463551",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1121,Nidhi Mall,69,Female,"38/75, Sanghvi Street, Shimoga-971304",Bengaluru Rural,Lower Class
VIC-2024-KA-1122,Devansh Puri,6,Other,"93/46, Baral, Bhimavaram-857491",Bengaluru Urban,Lower Class
VIC-2024-KA-1123,Lopa Venkataraman,28,Male,"570, Narayanan Road, Panvel-905763",Bengaluru Rural,Lower Class
VIC-2024-KA-1124,Zilmil Korpal,23,Other,"55/94, Shenoy Nagar, Shimoga-787060",Belagavi,Middle Class
VIC-2024-KA-1125,Nandini Rajagopal,6,Male,"H.No. 51, Mistry Street, Indore-310978",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1126,Mason Ramaswamy,49,Other,"078, Bahl Street, Fatehpur 886174",Tumakuru,Middle Class
VIC-2024-KA-1127,Anjali Korpal,39,Female,"H.No. 65, Mane Marg, Farrukhabad 710942",Chikkamagaluru,Lower Class
VIC-2024-KA-1128,Sara Bhakta,9,Male,"H.No. 508, Grover Circle, Delhi-417345",Bengaluru Urban,Middle Class
VIC-2024-KA-1129,Ria Rege,8,Male,"75, Sheth Road, Mahbubnagar-408549",Davangere,Upper Middle Class
VIC-2024-KA-1130,Ira Anne,58,Male,"971, Mangal Marg, Nagpur-011735",Davangere,Lower Class
VIC-2024-KA-1131,Jason Dhawan,81,Female,"063, Bhatti Street, Pali 795954",Belagavi,Middle Class
VIC-2024-KA-1132,Nilima Dara,35,Female,"H.No. 288, Jain Road, Bahraich-848435",Bengaluru Rural,Lower Class
VIC-2024-KA-1133,Eshana Banik,25,Male,"33, Balay Path, Kakinada 037792",Shivamogga,Lower Class
VIC-2024-KA-1134,Neha Vig,30,Other,"05, Doshi Zila, Dhanbad-060148",Mysuru,Middle Class
VIC-2024-KA-1135,Imaran Arya,5,Male,"H.No. 285, Lad Nagar, Amroha 907325",Belagavi,Lower Class
VIC-2024-KA-1136,Harrison Pathak,81,Male,"63, Menon Marg, Tadipatri-725644",Belagavi,Lower Class
VIC-2024-KA-1137,Om Swaminathan,62,Other,"320, Mangal Path, Thrissur 345733",Bengaluru Urban,Middle Class
VIC-2024-KA-1138,Amruta Gola,32,Female,"H.No. 810, Zachariah Ganj, Khandwa-950267",Vijayapura,Upper Middle Class
VIC-2024-KA-1139,Dayita Dewan,42,Other,"51, Ahluwalia Chowk, Aligarh-543067",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1140,Deepa Chopra,36,Other,"H.No. 22, Edwin Road, Gangtok-031763",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1141,Girish Dalal,57,Other,"72, Parekh Chowk, Durgapur 257960",Ballari,Lower Class
VIC-2024-KA-1142,Wishi Agate,31,Female,"00, Pillai Circle, Kirari Suleman Nagar 730742",Davangere,Middle Class
VIC-2024-KA-1143,Qasim Pau,84,Male,"H.No. 377, Gola Circle, Mehsana-931747",Mysuru,Middle Class
VIC-2024-KA-1144,Benjamin Edwin,66,Male,"59/907, Mann Chowk, Hazaribagh-068725",Belagavi,Lower Class
VIC-2024-KA-1145,Raksha Sampath,26,Male,"H.No. 037, Desai Zila, Hosur 588901",Mysuru,Lower Class
VIC-2024-KA-1146,Upasna Behl,81,Other,"025, Bhavsar Ganj, Kolkata 482280",Tumakuru,Upper Middle Class
VIC-2024-KA-1147,Samar Chana,62,Other,"77, Gulati Ganj, Gulbarga-250614",Belagavi,Lower Class
VIC-2024-KA-1148,Gauri Krishnamurthy,49,Other,"753, Kumer Road, Bhilwara 002267",Tumakuru,Middle Class
VIC-2024-KA-1149,Aishani Murty,82,Other,"H.No. 79, Saini Path, Warangal-238042",Mangaluru,Middle Class
VIC-2024-KA-1150,Nirja Mani,24,Male,"69/904, Ratta Nagar, Nagaon-037833",Bengaluru Urban,Lower Class
VIC-2024-KA-1151,Baghyawati Hegde,9,Male,"H.No. 89, Rastogi Nagar, Proddatur 607704",Mangaluru,Upper Middle Class
VIC-2024-KA-1152,Ikbal Khanna,14,Female,"H.No. 13, Ganesan Road, Ongole-518045",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1153,Ojas Brahmbhatt,70,Male,"H.No. 470, Loyal, Danapur 360835",Hassan,Upper Middle Class
VIC-2024-KA-1154,Utkarsh Krish,44,Other,"850, Sundaram Nagar, Kumbakonam 557181",Kalaburagi,Upper Middle Class
VIC-2024-KA-1155,Pavani Kuruvilla,69,Male,"38/19, Magar Path, Narasaraopet-876393",Bengaluru Rural,Lower Class
VIC-2024-KA-1156,Reva Chopra,64,Female,"89, Nadig Chowk, Maheshtala-626912",Kalaburagi,Upper Middle Class
VIC-2024-KA-1157,Eiravati Tata,66,Other,"H.No. 91, Hari Street, Adoni-304686",Mysuru,Upper Middle Class
VIC-2024-KA-1158,Darsh Bhardwaj,67,Other,"88/579, Sarin Path, Kozhikode-626431",Belagavi,Middle Class
VIC-2024-KA-1159,Wriddhish Ratti,16,Other,"H.No. 71, Din, Sagar-522019",Bengaluru Rural,Middle Class
VIC-2024-KA-1160,Rehaan Balasubramanian,29,Other,"38/46, Karpe, Dharmavaram 178645",Hassan,Middle Class
VIC-2024-KA-1161,Zarna Chokshi,9,Male,"86/23, Kapadia Road, Visakhapatnam 213281",Kalaburagi,Lower Class
VIC-2024-KA-1162,Matthew Dash,72,Female,"H.No. 70, Sarna Nagar, Dibrugarh-891663",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1163,Guneet Suresh,45,Other,"H.No. 69, Mangat Zila, Berhampore 766999",Ballari,Lower Class
VIC-2024-KA-1164,Alexander Dave,59,Other,"39/748, Contractor Chowk, Ahmedabad 139208",Vijayapura,Lower Class
VIC-2024-KA-1165,Ranbir Mahajan,77,Male,"H.No. 70, Tripathi Road, Mangalore-343989",Ballari,Middle Class
VIC-2024-KA-1166,Ranveer Bhatnagar,50,Female,"H.No. 366, Bumb Circle, Madanapalle 610434",Bengaluru Urban,Lower Class
VIC-2024-KA-1167,Warjas Bobal,22,Other,"53/670, Vig Nagar, Bhiwani 779187",Mysuru,Upper Middle Class
VIC-2024-KA-1168,Ranbir Kant,19,Female,"10/82, Ravel Circle, Tirupati 821675",Bengaluru Rural,Lower Class
VIC-2024-KA-1169,Yutika Venkatesh,47,Female,"432, Char, Tadipatri-588263",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1170,Tejas Sur,52,Male,"H.No. 56, Choudhury Chowk, Chinsurah-070947",Kalaburagi,Lower Class
VIC-2024-KA-1171,Hemani Raju,34,Other,"H.No. 753, Salvi Circle, Baranagar 975237",Bengaluru Rural,Lower Class
VIC-2024-KA-1172,Barkha Mody,33,Male,"68/40, Vaidya Nagar, Patiala 692980",Kalaburagi,Lower Class
VIC-2024-KA-1173,Mahika Bhasin,58,Other,"H.No. 822, Rastogi Path, Singrauli 579673",Mangaluru,Upper Middle Class
VIC-2024-KA-1174,Ronith Pandya,61,Other,"70, Krishna Ganj, Dehri 117813",Bengaluru Rural,Middle Class
VIC-2024-KA-1175,Nicholas Mukhopadhyay,59,Female,"91, Rastogi Marg, Medininagar 115288",Chikkamagaluru,Middle Class
VIC-2024-KA-1176,Matthew Sethi,16,Other,"48, Modi Zila, Avadi-553866",Shivamogga,Lower Class
VIC-2024-KA-1177,Kashish Maharaj,39,Male,"34/962, Mukhopadhyay Chowk, Akola-136049",Mangaluru,Upper Middle Class
VIC-2024-KA-1178,Damyanti Ramachandran,65,Female,"H.No. 72, Dalal Ganj, Amravati-845211",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1179,Ekapad Khosla,50,Female,"09/62, Nair Circle, Madhyamgram-920122",Hassan,Upper Middle Class
VIC-2024-KA-1180,Janaki Iyengar,80,Male,"H.No. 651, Sule Circle, Mangalore 417008",Belagavi,Middle Class
VIC-2024-KA-1181,Sudiksha Badal,81,Female,"H.No. 72, Dhillon Circle, Panchkula 333842",Vijayapura,Middle Class
VIC-2024-KA-1182,Aarini Yogi,33,Female,"H.No. 69, D’Alia Street, Bhind-701294",Shivamogga,Lower Class
VIC-2024-KA-1183,Pushti Bera,7,Other,"H.No. 61, Memon Nagar, Jamshedpur-443244",Mysuru,Lower Class
VIC-2024-KA-1184,Jeevika Varty,50,Female,"H.No. 02, Gaba Chowk, Coimbatore 761136",Kalaburagi,Upper Middle Class
VIC-2024-KA-1185,Rachita Mander,45,Male,"93, Andra Path, Akola-434805",Bengaluru Rural,Middle Class
VIC-2024-KA-1186,Jai Prakash,36,Other,"535, Patel Path, Madurai-170563",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1187,Xalak Atwal,19,Other,"H.No. 59, Dixit Road, Asansol-122376",Shivamogga,Upper Middle Class
VIC-2024-KA-1188,Aditya Taneja,81,Other,"072, Pal Zila, Gudivada-596128",Ballari,Middle Class
VIC-2024-KA-1189,Ishita Char,81,Female,"H.No. 556, Raj Ganj, Ajmer-498588",Mysuru,Middle Class
VIC-2024-KA-1190,Sachi Singh,78,Male,"27, Varma, Gudivada-489369",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1191,Dhriti Sodhi,37,Male,"30/623, Chanda Nagar, Rajpur Sonarpur 173718",Bengaluru Urban,Middle Class
VIC-2024-KA-1192,Harshil Sekhon,76,Female,"33/62, Bahri Zila, Eluru 304629",Shivamogga,Lower Class
VIC-2024-KA-1193,Ekapad Prasad,82,Other,"32/272, Mangat, Mangalore 779922",Belagavi,Lower Class
VIC-2024-KA-1194,Omkaar Lal,62,Female,"H.No. 423, Deo Ganj, Motihari 487379",Belagavi,Upper Middle Class
VIC-2024-KA-1195,Samar Karnik,42,Other,"51, Chopra Street, Thoothukudi 127496",Davangere,Middle Class
VIC-2024-KA-1196,Jagdish Dayal,49,Other,"H.No. 698, Swamy Road, Kishanganj-565035",Bengaluru Urban,Lower Class
VIC-2024-KA-1197,Ranbir Shere,32,Male,"H.No. 415, Sachar, Kolhapur-002376",Hassan,Upper Middle Class
VIC-2024-KA-1198,Ranbir Tailor,80,Male,"51, Bahri Marg, Bilaspur 712251",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1199,Orinder Karpe,82,Male,"67, Trivedi, Jalandhar-620680",Belagavi,Middle Class
VIC-2024-KA-1200,Faris Narain,39,Male,"70/594, Ramesh Street, Rajkot-410209",Ballari,Upper Middle Class
VIC-2024-KA-1201,Aditya Batra,7,Male,"63/760, Gola Ganj, Ambattur-349944",Mysuru,Upper Middle Class
VIC-2024-KA-1202,Aadi Ramaswamy,79,Other,"380, Mody Nagar, Kulti 343876",Vijayapura,Lower Class
VIC-2024-KA-1203,Jai Mani,29,Other,"H.No. 31, Rattan Zila, Gaya-269482",Vijayapura,Lower Class
VIC-2024-KA-1204,Ayushman Koshy,18,Male,"H.No. 604, Ramesh Ganj, Bettiah 007029",Davangere,Middle Class
VIC-2024-KA-1205,Ekavir Tandon,54,Other,"98/341, Badami Circle, Bhavnagar-020120",Chikkamagaluru,Lower Class
VIC-2024-KA-1206,Chatura Pillai,71,Male,"H.No. 07, Mukhopadhyay Road, Nagaon-639245",Shivamogga,Upper Middle Class
VIC-2024-KA-1207,Radhika Bhattacharyya,25,Male,"H.No. 669, Butala Nagar, Jamshedpur 247975",Shivamogga,Lower Class
VIC-2024-KA-1208,Tanay Banik,64,Male,"H.No. 402, Mody Ganj, Vijayawada 661550",Vijayapura,Lower Class
VIC-2024-KA-1209,Faqid Gole,76,Female,"42/25, Barman Road, Kavali-396376",Kalaburagi,Middle Class
VIC-2024-KA-1210,Rushil Narayanan,33,Other,"693, Chakrabarti Circle, Udaipur-785747",Mysuru,Lower Class
VIC-2024-KA-1211,Utkarsh Bajaj,33,Male,"85, Deol Chowk, Noida-359505",Ballari,Upper Middle Class
VIC-2024-KA-1212,Libni Dash,33,Female,"H.No. 34, Ramanathan Chowk, Erode 817087",Hassan,Middle Class
VIC-2024-KA-1213,Ubika Sagar,61,Female,"51, Prakash Nagar, Proddatur-264340",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1214,Sai Rajagopal,26,Male,"03, Sane Path, Rohtak 413592",Davangere,Lower Class
VIC-2024-KA-1215,Harini Basak,85,Female,"735, Badami Path, Kolhapur 624501",Hassan,Lower Class
VIC-2024-KA-1216,Jagdish Ranganathan,45,Other,"H.No. 47, Amble Marg, Bardhaman-791918",Mysuru,Lower Class
VIC-2024-KA-1217,Charan Setty,60,Other,"82, Loke Chowk, Chandigarh-742393",Davangere,Upper Middle Class
VIC-2024-KA-1218,Neelima Vaidya,46,Male,"99/75, Subramanian Nagar, Haridwar-671631",Mysuru,Upper Middle Class
VIC-2024-KA-1219,Zayan Chakrabarti,77,Other,"96/760, Bal, Amritsar-565847",Mangaluru,Lower Class
VIC-2024-KA-1220,Anusha Gokhale,12,Other,"293, Bajaj, Phusro 474480",Hassan,Lower Class
VIC-2024-KA-1221,Ekavir Parsa,7,Other,"639, Dube Zila, Panchkula-600138",Kalaburagi,Middle Class
VIC-2024-KA-1222,Xiti Yohannan,6,Female,"74/36, Rajan Ganj, Bettiah-738240",Mangaluru,Middle Class
VIC-2024-KA-1223,Kamala Pandit,71,Other,"38/185, Sawhney, Adoni 057290",Davangere,Middle Class
VIC-2024-KA-1224,Upadhriti Kala,12,Other,"17/072, Chakraborty Street, Malegaon-651110",Mysuru,Upper Middle Class
VIC-2024-KA-1225,Vidhi Chowdhury,26,Male,"H.No. 018, Acharya, Akola-489153",Tumakuru,Middle Class
VIC-2024-KA-1226,Vyanjana Bora,30,Female,"497, Deep Circle, Munger 810786",Kalaburagi,Middle Class
VIC-2024-KA-1227,Chaitaly Suresh,62,Other,"H.No. 387, Misra Nagar, Rohtak-235740",Bengaluru Urban,Middle Class
VIC-2024-KA-1228,Bakhshi Soman,16,Male,"929, Prabhu Path, Udupi 862566",Mangaluru,Middle Class
VIC-2024-KA-1229,Edhitha Lala,57,Female,"024, Mallick Road, Bokaro-408516",Davangere,Upper Middle Class
VIC-2024-KA-1230,Tamanna Nazareth,49,Male,"88, Samra, Chandigarh 004564",Bengaluru Urban,Middle Class
VIC-2024-KA-1231,Kamala Master,82,Other,"12/989, Sami Chowk, Darbhanga-095764",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1232,Falguni Anand,55,Other,"19/993, Ranganathan Street, Ichalkaranji-675245",Chikkamagaluru,Middle Class
VIC-2024-KA-1233,Upadhriti Kala,75,Male,"184, Chaudhuri Zila, Morbi-440788",Bengaluru Urban,Middle Class
VIC-2024-KA-1234,Sathvik Gaba,24,Female,"H.No. 765, Manda Circle, Silchar 970522",Hassan,Middle Class
VIC-2024-KA-1235,Ekanta Panchal,54,Female,"15, Sama Road, Kalyan-Dombivli 916538",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1236,Girik Guha,31,Female,"17, Chanda Marg, Chandigarh-629447",Shivamogga,Lower Class
VIC-2024-KA-1237,Isaiah Saxena,18,Other,"H.No. 271, Nayar Nagar, Kochi 284959",Chikkamagaluru,Middle Class
VIC-2024-KA-1238,Peter Srivastava,37,Female,"09/29, Khanna Nagar, New Delhi-341878",Kalaburagi,Upper Middle Class
VIC-2024-KA-1239,Dev Sem,8,Female,"H.No. 464, Gokhale Street, Begusarai 351434",Hassan,Upper Middle Class
VIC-2024-KA-1240,Jeremiah Parsa,43,Other,"H.No. 88, Singh Circle, Raebareli 727455",Shivamogga,Middle Class
VIC-2024-KA-1241,Wishi Modi,10,Male,"45/822, Issac Circle, South Dumdum-247351",Shivamogga,Upper Middle Class
VIC-2024-KA-1242,Mohini Bera,71,Male,"09, Hegde Circle, Nizamabad-353880",Mangaluru,Middle Class
VIC-2024-KA-1243,Priya Tara,70,Other,"48, Bhat Path, Salem 996612",Kalaburagi,Middle Class
VIC-2024-KA-1244,Chaman Lata,13,Male,"46/741, Sarin Ganj, Ballia 876362",Bengaluru Rural,Lower Class
VIC-2024-KA-1245,Ryan Lall,82,Female,"95, Atwal Circle, Berhampur 657141",Belagavi,Lower Class
VIC-2024-KA-1246,George Sahni,29,Female,"93, Dube, Karnal-152831",Hassan,Upper Middle Class
VIC-2024-KA-1247,Henry Sidhu,52,Female,"H.No. 154, Varkey Road, Kharagpur-271683",Mangaluru,Lower Class
VIC-2024-KA-1248,Indali Butala,42,Other,"74/451, Dugar Road, Anand 742345",Kalaburagi,Upper Middle Class
VIC-2024-KA-1249,Sachi Sanghvi,68,Other,"19, Choudhry Path, Uluberia 364204",Mysuru,Lower Class
VIC-2024-KA-1250,Luke Kapadia,31,Female,"40/946, Kaul Ganj, Gudivada 562409",Kalaburagi,Middle Class
VIC-2024-KA-1251,Gautam Virk,8,Male,"20/16, Badal Chowk, Jorhat-319018",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1252,Aayush Deol,63,Female,"98/384, Setty Street, Chennai-133452",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1253,Yahvi Samra,49,Other,"H.No. 278, Ramaswamy, Panvel-444990",Mysuru,Lower Class
VIC-2024-KA-1254,Aadhya Varty,78,Female,"H.No. 30, Arya Ganj, Ramgarh-466716",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1255,Upkaar Taneja,85,Female,"93/11, Kala Circle, Jaunpur 650691",Bengaluru Urban,Lower Class
VIC-2024-KA-1256,Anika Loyal,46,Female,"08/27, Kapur Chowk, Mirzapur 781913",Davangere,Lower Class
VIC-2024-KA-1257,Gavin Ramachandran,22,Female,"H.No. 67, Vala Marg, Ghaziabad-329005",Shivamogga,Middle Class
VIC-2024-KA-1258,Fitan Naik,19,Female,"63, Vala Ganj, Aurangabad-661817",Hassan,Middle Class
VIC-2024-KA-1259,Abha Chad,35,Male,"50, Gour Chowk, Bellary-650965",Mangaluru,Upper Middle Class
VIC-2024-KA-1260,Aditya Ratta,56,Female,"665, Seth Path, Machilipatnam-944206",Bengaluru Rural,Lower Class
VIC-2024-KA-1261,Darsh Walia,58,Other,"15, Bali Ganj, Serampore 463710",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1262,Zehaan Yadav,49,Female,"58/51, Padmanabhan Zila, Dhanbad 486595",Davangere,Lower Class
VIC-2024-KA-1263,Gautam Dora,85,Other,"06, Chaudhari Nagar, Gandhidham 295112",Belagavi,Upper Middle Class
VIC-2024-KA-1264,Rushil Bera,10,Other,"30/916, Choudhury Marg, Raebareli-100399",Mangaluru,Lower Class
VIC-2024-KA-1265,Veda Rau,77,Other,"68, Varma Chowk, Fatehpur-445114",Tumakuru,Middle Class
VIC-2024-KA-1266,Vanya Balakrishnan,20,Male,"H.No. 761, Pillai Road, Kolhapur 113758",Bengaluru Rural,Middle Class
VIC-2024-KA-1267,Vansha Karnik,51,Other,"07, Balakrishnan Street, Avadi-740528",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1268,Amaira Sarin,8,Female,"20/51, Brahmbhatt Path, Bhavnagar-743896",Davangere,Upper Middle Class
VIC-2024-KA-1269,Eiravati Jaggi,47,Male,"H.No. 21, Sani Zila, Korba 701982",Kalaburagi,Middle Class
VIC-2024-KA-1270,Manan Suri,36,Female,"246, Joshi Road, Madhyamgram 918096",Bengaluru Rural,Middle Class
VIC-2024-KA-1271,Devika Kapoor,25,Male,"44/08, Kalita Street, Pimpri-Chinchwad-618842",Davangere,Upper Middle Class
VIC-2024-KA-1272,Tara Mittal,59,Female,"H.No. 09, Kapadia Path, Bharatpur 950512",Tumakuru,Upper Middle Class
VIC-2024-KA-1273,Agastya Sandhu,79,Female,"063, Rastogi, Ghaziabad 373913",Tumakuru,Upper Middle Class
VIC-2024-KA-1274,Gopal Ramesh,19,Other,"896, Sankaran Nagar, Kulti-284256",Mangaluru,Middle Class
VIC-2024-KA-1275,Oscar Choudhary,23,Male,"76, Ram Circle, Uluberia-507174",Mangaluru,Lower Class
VIC-2024-KA-1276,Ekaja Sood,46,Female,"H.No. 72, Salvi Marg, Srikakulam 059077",Shivamogga,Middle Class
VIC-2024-KA-1277,Gabriel Parsa,60,Female,"135, Divan Path, Latur 617036",Shivamogga,Upper Middle Class
VIC-2024-KA-1278,Dakshesh Nagi,51,Female,"H.No. 580, Jani Ganj, Proddatur-690579",Ballari,Middle Class
VIC-2024-KA-1279,Owen Zacharia,39,Male,"79/278, Nath Circle, Khandwa 467059",Mysuru,Lower Class
VIC-2024-KA-1280,Adya Samra,58,Female,"H.No. 721, Gala Road, Hajipur 003933",Mysuru,Lower Class
VIC-2024-KA-1281,Advaith Amble,48,Male,"12/351, Varghese Zila, Durg 803894",Shivamogga,Middle Class
VIC-2024-KA-1282,Omkaar Balay,24,Other,"22/54, Pandit Road, Salem 409341",Davangere,Middle Class
VIC-2024-KA-1283,Neha Chhabra,72,Female,"H.No. 76, Mann Chowk, Kota-882695",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1284,Vincent Manda,77,Female,"77, Sahni Nagar, Avadi 570902",Kalaburagi,Lower Class
VIC-2024-KA-1285,Eiravati Choudhury,50,Other,"69/305, Seshadri Road, Ichalkaranji 359158",Shivamogga,Middle Class
VIC-2024-KA-1286,Gopal Madan,30,Female,"H.No. 82, Thakur, Singrauli 539560",Shivamogga,Upper Middle Class
VIC-2024-KA-1287,Advaith Chauhan,14,Other,"H.No. 240, Bajwa Road, Pudukkottai 195088",Vijayapura,Lower Class
VIC-2024-KA-1288,Laban Lata,43,Female,"48/907, Bobal Road, Tadepalligudem 162896",Bengaluru Urban,Lower Class
VIC-2024-KA-1289,Ronith Gandhi,69,Male,"H.No. 765, Yogi Marg, Singrauli 959224",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1290,Hritik Prabhakar,31,Male,"H.No. 10, Shan Street, Satara-590595",Vijayapura,Middle Class
VIC-2024-KA-1291,Ekapad Banerjee,79,Female,"04, Sengupta Ganj, Eluru 204774",Vijayapura,Middle Class
VIC-2024-KA-1292,Kevin Halder,54,Female,"37/362, Sane Chowk, Tiruppur-044766",Mysuru,Upper Middle Class
VIC-2024-KA-1293,Sarthak Mittal,78,Other,"73, Manda Path, Ghaziabad-188461",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1294,Aryan Keer,80,Other,"H.No. 28, Chauhan Marg, Khammam-132243",Mangaluru,Middle Class
VIC-2024-KA-1295,Hemang Mahajan,39,Female,"70/65, Dutt Chowk, Katihar 847214",Mangaluru,Upper Middle Class
VIC-2024-KA-1296,Panini Kadakia,54,Other,"492, Gala Road, Madurai-729722",Tumakuru,Upper Middle Class
VIC-2024-KA-1297,Jagdish Kumer,69,Female,"719, Butala Nagar, Berhampur 285755",Kalaburagi,Upper Middle Class
VIC-2024-KA-1298,Vritti Walla,76,Male,"916, Sidhu Marg, Tirunelveli 664451",Mangaluru,Middle Class
VIC-2024-KA-1299,Sarthak Sharma,27,Female,"H.No. 91, Sidhu Nagar, Pune-379780",Chikkamagaluru,Middle Class
VIC-2024-KA-1300,Tamanna Raj,7,Male,"500, Anne Road, Giridih-052651",Hassan,Lower Class
VIC-2024-KA-1301,Yadavi Vala,83,Male,"11/850, Sahota Street, Siliguri 326442",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1302,Veer Bir,27,Male,"H.No. 17, Sampath Path, Varanasi 329299",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1303,Suhani Upadhyay,49,Male,"218, Misra Marg, Thanjavur 628785",Bengaluru Urban,Lower Class
VIC-2024-KA-1304,Agastya Krishna,57,Female,"97, Babu, Ajmer-826953",Belagavi,Lower Class
VIC-2024-KA-1305,Chaitaly Dyal,48,Female,"H.No. 07, Vala Nagar, Dindigul-098009",Davangere,Lower Class
VIC-2024-KA-1306,Yatin Dixit,55,Male,"953, Golla Ganj, Phusro-018534",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1307,Ranveer Palla,78,Male,"H.No. 184, Issac Street, Raichur 383025",Vijayapura,Middle Class
VIC-2024-KA-1308,Aradhana Hayer,67,Other,"12, Bora Circle, Tirunelveli 055115",Chikkamagaluru,Lower Class
VIC-2024-KA-1309,Indali Dass,22,Other,"781, Bath Road, Saharanpur-207433",Vijayapura,Middle Class
